entity	type	label_pt	comment_pt	label_en	comment_en	wikidata
Nossa_Senhora_do_Livramento,_Mato_Grosso	Municipalities_in_Mato_Grosso	Nossa Senhora do Livramento (Mato Grosso)	Nossa Senhora do Livramento é um município brasileiro do estado de Mato Grosso. Localiza-se a uma latitude 15°46'30 sul e a uma longitude 56°20'44 oeste, estando a uma altitude de 232 metros. Sua população estimada em 2004 era de 19 988 habitantes. Possui uma área de 5247,31 km².	Nossa Senhora do Livramento, Mato Grosso	Nossa Senhora do Livramento is a municipality in the state of Mato Grosso, Brazil. The population is 11,393 (2015 est.) in an area of 5076.78 km². Its elevation is 232 m.	
Nova_Bandeirantes	Municipalities_in_Mato_Grosso	Nova Bandeirantes	Nova Bandeirantes é um município brasileiro do estado de Mato Grosso.	Nova Bandeirantes	Nova Bandeirantes is a municipality in the state of Mato Grosso in the Central-West Region of Brazil. The municipality contains part of the 19,582 square kilometres (7,561 sq mi) Juruena National Park, one of the largest conservation units in Brazil.	
Nova_Brasilândia	Municipalities_in_Mato_Grosso	Nova Brasilândia	Nova Brasilândia é um município brasileiro do estado de Mato Grosso.	Nova Brasilândia	Nova Brasilândia is a municipality in the state of Mato Grosso in the Central-West Region of Brazil.	
Nova_Brasilândia_d'Oeste	Municipalities_in_Rondônia	Nova Brasilândia d'Oeste	O município de Nova Brasilândia D'Oeste foi criado em 19.06.87 pela lei Complementar n. 157 de autoria do então Deputado Estadual Manoel Messias da Silva, aprovada pela Assembleia Legislativa e sancionada pelo governador Jeronimo Santana, tendo sua área sido desmembrada do município de Presidente Médici.	Nova Brasilândia d'Oeste	Nova Brasilândia d'Oeste is a municipality located in the Brazilian state of Rondônia. Its population was 21,592 (2015) and its area is 1,703 km².	
Nova_Canaã_do_Norte	Municipalities_in_Mato_Grosso	Nova Canaã do Norte	Nova Canaã do Norte é um município brasileiro do estado de Mato Grosso. Sua sede localiza-se na latitude 10º38'13 sul e a uma longitude 55º42'32 oeste, estando a uma distância de 700 quilômetros da capital Cuiabá, acessando pela Rodovia Cuiabá-Santarém (BR-163) e MT-320. Sua população estimada em 2010 era de 12 132 habitantes.	Nova Canaã do Norte	Nova Canaã do Norte is a municipality in the state of Mato Grosso in the Central-West Region of Brazil.	
Nova_Colinas	Municipalities_in_Maranhão	Nova Colinas	Nova Colinas é um município brasileiro do estado do Maranhão. Sua população estimada em 2004 era de 4.372 habitantes.	Nova Colinas	Nova Colinas is a municipality in the state of Maranhão in the Northeast region of Brazil.	
Nova_Esperança_do_Piriá	Municipalities_in_Pará	Nova Esperança do Piriá	Nova Esperança do Piriá é um município brasileiro do estado do Pará. Localiza-se a uma latitude 02º16'04 sul e a uma longitude 46º58'03 oeste, estando a uma altitude de 0 metros. Situa-se na microrregião de Guamá. Sua população estimada em 2004 era de 25 377 habitantes.Possui uma área de 2889,739 km². HISTÓRIA O Município de Nova Esperança do Piriá foi criado pela Lei nº 5.707, de 27 de novembro de 1991 e instalado em 01 de janeiro de 1993. A Vila de Piriá cresceu com a chegada de mais famílias, e se fortaleceu com a exploração madeireira.	Nova Esperança do Piriá	Nova Esperança do Piriá is a municipality in the state of Pará in the Northern region of Brazil.	
Nova_Guarita	Municipalities_in_Mato_Grosso	Nova Guarita	Nova Guarita é um município brasileiro do estado de Mato Grosso. Localiza-se a uma latitude 10º18'47 sul e a uma longitude 55º24'30 oeste, estando a uma altitude de 300 metros. Sua população estimada em 2004 era de 5 540 habitantes. Possui uma área de 1.091,71 km².	Nova Guarita	Nova Guarita is a municipality in the state of Mato Grosso in the Central-West Region of Brazil.	
Nova_Iorque	Municipalities_in_Maranhão	Nova Iorque (Maranhão)	Nova Iorque é um município brasileiro do estado do Maranhão, Região Nordeste do país. Localiza-se a uma latitude 06º44'02 sul e a uma longitude 44º02'40 oeste, estando a uma altitude de 178 metros. Sua população é de 4 595 habitantes (estimativa de 2014).Possui uma área de 976,629 km².	Nova Iorque	Nova Iorque is a Brazilian municipality in the state of Maranhão. Its population is 4,592 (2015) and the total area is 977 km2.	
Nova_Ipixuna	Municipalities_in_Pará	Nova Ipixuna	Nova Ipixuna é um município brasileiro situado no sudeste do estado do Pará.	Nova Ipixuna	Nova Ipixuna is a municipality in the state of Pará in the Northern region of Brazil.	
Nova_Lacerda	Municipalities_in_Mato_Grosso	Nova Lacerda	Nova Lacerda é um município brasileiro do estado de Mato Grosso. Localiza-se a uma latitude 14º28'34 sul e a uma longitude 59º36'31 oeste, estando a uma altitude de 190 metros. Segundo o censo do IBGE de 2007,o município conta com 4.949 habitantes. Possui uma área territorial de 4.734 km².	Nova Lacerda	Nova Lacerda is a municipality in the state of Mato Grosso in the Central-West Region of Brazil.	
Nova_Mamoré	Municipalities_in_Rondônia	Nova Mamoré	Nova Mamoré é um município brasileiro do estado de Rondônia.	Nova Mamoré	Nova Mamoré is a municipality located in the Brazilian state of Rondônia. As of 2015, the population of Nova Mamoré is 27,600 and its area is 10,072 km².	
Nova_Marilândia	Municipalities_in_Mato_Grosso	Nova Marilândia	Nova Marilândia é um município brasileiro do estado de Mato Grosso. Localiza-se a uma latitude 14º21'52 sul e a uma longitude 56º58'08 oeste, estando a uma altitude de 300 metros. Sua população estimada em 2004 era de 2 800 habitantes. Possui uma área de 1954,21 km².	Nova Marilândia	Nova Marilândia is a municipality in the state of Mato Grosso in the Central-West Region of Brazil, it is also the closest inhabitance to South America's Pole of inaccessibility	
Nova_Maringá	Municipalities_in_Mato_Grosso	Nova Maringá	Nova Maringá é um município brasileiro do estado de Mato Grosso. Localiza-se a uma latitude 13º01'33 sul e a uma longitude 57º04'26 oeste, estando a uma altitude de 370 metros. Possui uma área de 11556,5 km². população estimada em 2004 era de 4 115 habitantes. A região foi trabalhada por seringueiro, em data não bem precisa, sem memória registrada. Na década de sessenta instalaram-se fazendas. O maior fluxo de colonização na localidade ocorreu em 1978. Dentre os pioneiros destacam-se Rosa Camacho de Souza, Pedro Frigott do Nascimento, Rodrigo Ralla, Altair Bertolo e outros.	Nova Maringá	Nova Maringá is a municipality in the state of Mato Grosso in the Central-West Region of Brazil.	
Nova_Monte_Verde	Municipalities_in_Mato_Grosso	Nova Monte Verde	Nova Monte Verde é um município brasileiro do estado de Mato Grosso.	Nova Monte Verde	Nova Monte Verde is a municipality in the state of Mato Grosso in the Central-West Region of Brazil.	
Nova_Mutum	Municipalities_in_Mato_Grosso	Nova Mutum	Nova Mutum é um município brasileiro do estado de Mato Grosso. Localiza-se a uma latitude 13º49'44 sul e a uma longitude 56º04'56 oeste, estando a uma altitude de 460 metros. Sua população estimada pelo IBGE em 2016 é de 41.178 mil habitantes, com dados municipais estima-se que a população atual ultrapasse os 50.000 habitantes. O município possui o 3° melhor índice de desenvolvimento humano (IDH) do estado, sendo a 8° maior economia do Mato Grosso com PIB de R$ 2.129.294,000 mil e 14° mais populoso.	Nova Mutum	Nova Mutum is a municipality in the state of Mato Grosso in the Central-West Region of Brazil.	
Nova_Nazaré	Municipalities_in_Mato_Grosso	Nova Nazaré	Nova Nazaré é um município brasileiro do estado de Mato Grosso. Sua população estimada em 2007 é de 2.745 habitantes.	Nova Nazaré	Nova Nazaré is a municipality in the state of Mato Grosso in the Central-West Region of Brazil.	
Nova_Olinda,_Tocantins	Municipalities_in_Tocantins	Nova Olinda (Tocantins)	Nova Olinda é um município brasileiro do estado do Tocantins. Localiza-se a uma latitude 07º37'54 sul e a uma longitude 48º25'21 oeste, estando a uma altitude de 257 metros. Sua população estimada é de 11.513 habitantes de acordo com o IBGE 2015. Possui uma área de 1723,95 km².	Nova Olinda, Tocantins	Nova Olinda is a municipality located in the Brazilian state of Tocantins.	
Nova_Olinda_do_Maranhão	Municipalities_in_Maranhão	Nova Olinda do Maranhão	Nova Olinda do Maranhão é um município brasileiro do estado do Maranhão. Sua população estimada em 2009 era de 17.835 habitantes.	Nova Olinda do Maranhão	Nova Olinda do Maranhão is a municipality in the state of Maranhão in the Northeast region of Brazil.	
Nova_Olinda_do_Norte	Municipalities_in_Amazonas_(Brazilian_state)	Nova Olinda do Norte	Nova Olinda do Norte é um município brasileiro do interior do estado do Amazonas, Região Norte do país. Pertencente à Mesorregião do Centro Amazonense e Microrregião de Itacoatiara, localiza-se a sul de Manaus, capital do estado, distando desta cerca de 126 quilômetros. Sua população, estimada pelo Instituto Brasileiro de Geografia e Estatística (IBGE) em 20145, era de 35 156 habitantes, sendo assim o décimo-nono município mais populoso do estado do Amazonas e o segundo de sua microrregião. Seu Índice de Desenvolvimento Humano (IDH) é de 0.558, de acordo com dados de 2010, o que é considerado baixo pelo Programa das Nações Unidas para o Desenvolvimento (PNUD).	Nova Olinda do Norte	Nova Olinda do Norte is a town and municipality located in the Brazilian state of Amazonas. Its population was 34 498 (2014) and its area is 5,609 km². The town is located on the banks of the lower Madeira River.	
Nova_Olímpia,_Mato_Grosso	Municipalities_in_Mato_Grosso	Nova Olímpia (Mato Grosso)	Nova Olímpia é um município brasileiro do estado de Mato Grosso. Localiza-se a uma latitude 14º47'50 sul e a uma longitude 57º17'17 oeste, estando a uma altitude de 228 metros. Sua população estimada em 2014 era de 18 704 habitantes. Possui uma área de 1518,65 km². O time de futebol Barra Nova Esporte Clube está sediado neste município.	Nova Olímpia, Mato Grosso	Nova Olímpia, Mato Grosso is a municipality in the state of Mato Grosso in the Central-West Region of Brazil.	
Nova_Rosalândia	Municipalities_in_Tocantins	Nova Rosalândia	Nova Rosalândia é um município brasileiro do estado do Tocantins. Localiza-se a uma latitude 10º34'00 sul e a uma longitude 48º54'51 oeste, estando a uma altitude de 255 metros. Sua população estimada em 2009 era de 3.956 habitantes. Possui uma área de 490,295 km².	Nova Rosalândia	Nova Rosalândia is a municipality in the state of Tocantins in the Northern region of Brazil.	
Nova_Santa_Helena	Municipalities_in_Mato_Grosso	Nova Santa Helena	Nova Santa Helena é um município brasileiro do estado de Mato Grosso. Foi emancipado de Itaúba e desmembrado do município de Itaúba no ano de 2000. Faz divisa a norte com Terra Nova do Norte a oeste com Colíder a leste com Marcelândia e a sul com Itaúba.	Nova Santa Helena	Nova Santa Helena is a municipality in the state of Mato Grosso in the Central-West Region of Brazil.	
Nova_Timboteua	Municipalities_in_Pará	Nova Timboteua	Nova Timboteua é um município brasileiro do estado do Pará. Localiza-se a uma latitude 01º12'28 sul e a uma longitude 47º23'33 oeste, estando a uma altitude de 51 metros. Sua população estimada em 2004 era de 12 454 habitantes. A População estimada em 2010 era de 13 670 habitantes e em 2014 a População era de 14 791.	Nova Timboteua	Nova Timboteua is a municipality in the state of Pará in the Northern region of Brazil.	
Nova_Ubiratã	Municipalities_in_Mato_Grosso	Nova Ubiratã	Nova Ubiratã é um municipio do Mato Grosso. Localiza-se a uma latitude 12º59'26 sul e a uma longitude 55º15'17 oeste, estando a uma altitude de 400 metros. Sua população estimada em 2004 era de 7 108 habitantes. Possui uma área de 1277065 km². Histórico Formação Administrativa Confederação Nacional de Municípios	Nova Ubiratã	Nova Ubiratã is a municipality in the state of Mato Grosso in the Central-West Region of Brazil. The municipality holds the 131,795 hectares (325,670 acres) Rio Ronuro Ecological Station, a strictly protected conservation unit created in 1998.	
